municipio,ano,tipo_crime,casos_total,populacao,taxa_por_100mil_hab
ACEGUA,2013,Feminicídio Tentado,0,4638.0,0.0
ACEGUA,2014,Feminicídio Tentado,0,4671.0,0.0
ACEGUA,2015,Feminicídio Tentado,1,4702.0,21.26754572522331
ACEGUA,2016,Feminicídio Tentado,0,4731.0,0.0
ACEGUA,2017,Feminicídio Tentado,0,4759.0,0.0
AGUA SANTA,2013,Feminicídio Tentado,0,3838.0,0.0
AGUA SANTA,2014,Feminicídio Tentado,0,3839.0,0.0
AGUA SANTA,2015,Feminicídio Tentado,0,3840.0,0.0
AGUA SANTA,2016,Feminicídio Tentado,0,3841.0,0.0
AGUA SANTA,2017,Feminicídio Tentado,0,3841.0,0.0
AGUDO,2013,Feminicídio Tentado,1,17161.0,5.827166249053086
AGUDO,2014,Feminicídio Tentado,0,17140.0,0.0
AGUDO,2015,Feminicídio Tentado,0,17120.0,0.0
AGUDO,2016,Feminicídio Tentado,0,17102.0,0.0
AGUDO,2017,Feminicídio Tentado,0,17085.0,0.0
AJURICABA,2013,Feminicídio Tentado,0,7420.0,0.0
AJURICABA,2014,Feminicídio Tentado,0,7403.0,0.0
AJURICABA,2015,Feminicídio Tentado,0,7387.0,0.0
AJURICABA,2016,Feminicídio Tentado,0,7372.0,0.0
AJURICABA,2017,Feminicídio Tentado,0,7358.0,0.0
ALECRIM,2013,Feminicídio Tentado,1,7010.0,14.265335235378032
ALECRIM,2014,Feminicídio Tentado,1,6935.0,14.419610670511895
ALECRIM,2015,Feminicídio Tentado,0,6865.0,0.0
ALECRIM,2016,Feminicídio Tentado,0,6799.0,0.0
ALECRIM,2017,Feminicídio Tentado,0,6736.0,0.0
ALEGRETE,2013,Feminicídio Tentado,2,79054.0,2.529916259771801
ALEGRETE,2014,Feminicídio Tentado,3,78768.0,3.808653260207191
ALEGRETE,2015,Feminicídio Tentado,2,78499.0,2.5478031567281114
ALEGRETE,2016,Feminicídio Tentado,3,78244.0,3.834159807780789
ALEGRETE,2017,Feminicídio Tentado,1,78003.0,1.2820019742830404
ALEGRIA,2013,Feminicídio Tentado,0,4244.0,0.0
ALEGRIA,2014,Feminicídio Tentado,0,4188.0,0.0
ALEGRIA,2015,Feminicídio Tentado,0,4135.0,0.0
ALEGRIA,2016,Feminicídio Tentado,0,4085.0,0.0
ALEGRIA,2017,Feminicídio Tentado,0,4037.0,0.0
ALMIRANTE TAMANDARE DO SUL,2013,Feminicídio Tentado,0,2106.0,0.0
ALMIRANTE TAMANDARE DO SUL,2014,Feminicídio Tentado,0,2098.0,0.0
ALMIRANTE TAMANDARE DO SUL,2015,Feminicídio Tentado,0,2091.0,0.0
ALMIRANTE TAMANDARE DO SUL,2016,Feminicídio Tentado,0,2085.0,0.0
ALMIRANTE TAMANDARE DO SUL,2017,Feminicídio Tentado,0,2079.0,0.0
ALPESTRE,2013,Feminicídio Tentado,0,7871.0,0.0
ALPESTRE,2014,Feminicídio Tentado,0,7752.0,0.0
ALPESTRE,2015,Feminicídio Tentado,0,7640.0,0.0
ALPESTRE,2016,Feminicídio Tentado,0,7533.0,0.0
ALPESTRE,2017,Feminicídio Tentado,0,7433.0,0.0
ALTO ALEGRE,2013,Feminicídio Tentado,0,1856.0,0.0
ALTO ALEGRE,2014,Feminicídio Tentado,0,1841.0,0.0
ALTO ALEGRE,2015,Feminicídio Tentado,0,1828.0,0.0
ALTO ALEGRE,2016,Feminicídio Tentado,0,1815.0,0.0
ALTO ALEGRE,2017,Feminicídio Tentado,0,1803.0,0.0
ALTO FELIZ,2013,Feminicídio Tentado,1,3035.0,32.948929159802304
ALTO FELIZ,2014,Feminicídio Tentado,0,3017.0,0.0
ALTO FELIZ,2015,Feminicídio Tentado,0,3025.0,0.0
ALTO FELIZ,2016,Feminicídio Tentado,0,3032.0,0.0
ALTO FELIZ,2017,Feminicídio Tentado,0,3040.0,0.0
ALVORADA,2013,Feminicídio Tentado,6,204750.0,2.9304029304029307
ALVORADA,2014,Feminicídio Tentado,11,205683.0,5.3480355692983865
ALVORADA,2015,Feminicídio Tentado,7,206561.0,3.3888294498961566
ALVORADA,2016,Feminicídio Tentado,8,207392.0,3.8574294090418144
ALVORADA,2017,Feminicídio Tentado,10,208177.0,4.803604624910533
AMARAL FERRADOR,2013,Feminicídio Tentado,1,6693.0,14.940983116689075
AMARAL FERRADOR,2014,Feminicídio Tentado,0,6737.0,0.0
AMARAL FERRADOR,2015,Feminicídio Tentado,0,6778.0,0.0
AMARAL FERRADOR,2016,Feminicídio Tentado,0,6817.0,0.0
AMARAL FERRADOR,2017,Feminicídio Tentado,0,6854.0,0.0
AMETISTA DO SUL,2013,Feminicídio Tentado,0,7560.0,0.0
AMETISTA DO SUL,2014,Feminicídio Tentado,1,7565.0,13.218770654329148
AMETISTA DO SUL,2015,Feminicídio Tentado,0,7569.0,0.0
AMETISTA DO SUL,2016,Feminicídio Tentado,0,7573.0,0.0
AMETISTA DO SUL,2017,Feminicídio Tentado,0,7576.0,0.0
ANDRE DA ROCHA,2013,Feminicídio Tentado,0,1278.0,0.0
ANDRE DA ROCHA,2014,Feminicídio Tentado,0,1286.0,0.0
ANDRE DA ROCHA,2015,Feminicídio Tentado,0,1293.0,0.0
ANDRE DA ROCHA,2016,Feminicídio Tentado,0,1300.0,0.0
ANDRE DA ROCHA,2017,Feminicídio Tentado,0,1306.0,0.0
ANTA GORDA,2013,Feminicídio Tentado,0,6235.0,0.0
ANTA GORDA,2014,Feminicídio Tentado,0,6228.0,0.0
ANTA GORDA,2015,Feminicídio Tentado,0,6222.0,0.0
ANTA GORDA,2016,Feminicídio Tentado,0,6216.0,0.0
ANTA GORDA,2017,Feminicídio Tentado,0,6210.0,0.0
ANTONIO PRADO,2013,Feminicídio Tentado,0,13263.0,0.0
ANTONIO PRADO,2014,Feminicídio Tentado,1,13274.0,7.533524182612626
ANTONIO PRADO,2015,Feminicídio Tentado,0,13285.0,0.0
ANTONIO PRADO,2016,Feminicídio Tentado,0,13296.0,0.0
ANTONIO PRADO,2017,Feminicídio Tentado,0,13306.0,0.0
ARAMBARE,2013,Feminicídio Tentado,0,3778.0,0.0
ARAMBARE,2014,Feminicídio Tentado,0,3769.0,0.0
ARAMBARE,2015,Feminicídio Tentado,0,3762.0,0.0
ARAMBARE,2016,Feminicídio Tentado,0,3755.0,0.0
ARAMBARE,2017,Feminicídio Tentado,0,3748.0,0.0
ARARICA,2013,Feminicídio Tentado,0,5195.0,0.0
ARARICA,2014,Feminicídio Tentado,0,5249.0,0.0
ARARICA,2015,Feminicídio Tentado,0,5301.0,0.0
ARARICA,2016,Feminicídio Tentado,0,5349.0,0.0
ARARICA,2017,Feminicídio Tentado,0,5395.0,0.0
ARATIBA,2013,Feminicídio Tentado,0,6687.0,0.0
ARATIBA,2014,Feminicídio Tentado,0,6663.0,0.0
ARATIBA,2015,Feminicídio Tentado,0,6641.0,0.0
ARATIBA,2016,Feminicídio Tentado,0,6621.0,0.0
ARATIBA,2017,Feminicídio Tentado,0,6601.0,0.0
ARROIO DO MEIO,2013,Feminicídio Tentado,1,19792.0,5.052546483427648
ARROIO DO MEIO,2014,Feminicídio Tentado,0,19923.0,0.0
ARROIO DO MEIO,2015,Feminicídio Tentado,0,20045.0,0.0
ARROIO DO MEIO,2016,Feminicídio Tentado,0,20162.0,0.0
ARROIO DO MEIO,2017,Feminicídio Tentado,0,20272.0,0.0
ARROIO DO PADRE,2013,Feminicídio Tentado,1,2857.0,35.00175008750438
ARROIO DO PADRE,2014,Feminicídio Tentado,0,2871.0,0.0
ARROIO DO PADRE,2015,Feminicídio Tentado,1,2883.0,34.6860908775581
ARROIO DO PADRE,2016,Feminicídio Tentado,0,2895.0,0.0
ARROIO DO PADRE,2017,Feminicídio Tentado,0,2906.0,0.0
ARROIO DO SAL,2013,Feminicídio Tentado,0,8488.0,0.0
ARROIO DO SAL,2014,Feminicídio Tentado,0,8641.0,0.0
ARROIO DO SAL,2015,Feminicídio Tentado,0,8785.0,0.0
ARROIO DO SAL,2016,Feminicídio Tentado,0,8921.0,0.0
ARROIO DO SAL,2017,Feminicídio Tentado,0,9050.0,0.0
ARROIO DO TIGRE,2013,Feminicídio Tentado,1,13235.0,7.555723460521345
ARROIO DO TIGRE,2014,Feminicídio Tentado,0,13277.0,0.0
ARROIO DO TIGRE,2015,Feminicídio Tentado,0,13316.0,0.0
ARROIO DO TIGRE,2016,Feminicídio Tentado,2,13353.0,14.977907586310192
ARROIO DO TIGRE,2017,Feminicídio Tentado,0,13388.0,0.0
ARROIO DOS RATOS,2013,Feminicídio Tentado,0,14132.0,0.0
ARROIO DOS RATOS,2014,Feminicídio Tentado,0,14166.0,0.0
ARROIO DOS RATOS,2015,Feminicídio Tentado,1,14197.0,7.043741635556808
ARROIO DOS RATOS,2016,Feminicídio Tentado,0,14227.0,0.0
ARROIO DOS RATOS,2017,Feminicídio Tentado,0,14255.0,0.0
ARROIO GRANDE,2013,Feminicídio Tentado,0,18979.0,0.0
ARROIO GRANDE,2014,Feminicídio Tentado,0,18964.0,0.0
ARROIO GRANDE,2015,Feminicídio Tentado,1,18949.0,5.277323341601139
ARROIO GRANDE,2016,Feminicídio Tentado,0,18935.0,0.0
ARROIO GRANDE,2017,Feminicídio Tentado,0,18922.0,0.0
ARVOREZINHA,2013,Feminicídio Tentado,0,10573.0,0.0
ARVOREZINHA,2014,Feminicídio Tentado,0,10585.0,0.0
ARVOREZINHA,2015,Feminicídio Tentado,0,10595.0,0.0
ARVOREZINHA,2016,Feminicídio Tentado,0,10605.0,0.0
ARVOREZINHA,2017,Feminicídio Tentado,0,10614.0,0.0
AUGUSTO PESTANA,2013,Feminicídio Tentado,0,7206.0,0.0
AUGUSTO PESTANA,2014,Feminicídio Tentado,0,7175.0,0.0
AUGUSTO PESTANA,2015,Feminicídio Tentado,0,7145.0,0.0
AUGUSTO PESTANA,2016,Feminicídio Tentado,0,7117.0,0.0
AUGUSTO PESTANA,2017,Feminicídio Tentado,0,7091.0,0.0
AUREA,2013,Feminicídio Tentado,0,3748.0,0.0
AUREA,2014,Feminicídio Tentado,0,3740.0,0.0
AUREA,2015,Feminicídio Tentado,0,3732.0,0.0
AUREA,2016,Feminicídio Tentado,0,3725.0,0.0
AUREA,2017,Feminicídio Tentado,1,3718.0,26.896180742334582
BAGE,2013,Feminicídio Tentado,1,121235.0,0.8248443106363673
BAGE,2014,Feminicídio Tentado,6,121500.0,4.938271604938271
BAGE,2015,Feminicídio Tentado,4,121749.0,3.285447929757123
BAGE,2016,Feminicídio Tentado,2,121986.0,1.639532405357992
BAGE,2017,Feminicídio Tentado,4,122209.0,3.273081360619922
BALNEARIO PINHAL,2013,Feminicídio Tentado,0,11895.0,0.0
BALNEARIO PINHAL,2014,Feminicídio Tentado,1,12106.0,8.260366760284157
BALNEARIO PINHAL,2015,Feminicídio Tentado,1,12305.0,8.126777732629012
BALNEARIO PINHAL,2016,Feminicídio Tentado,1,12493.0,8.004482510205715
BALNEARIO PINHAL,2017,Feminicídio Tentado,1,12671.0,7.892036934732854
BARAO,2013,Feminicídio Tentado,0,6008.0,0.0
BARAO,2014,Feminicídio Tentado,0,6035.0,0.0
BARAO,2015,Feminicídio Tentado,0,6061.0,0.0
BARAO,2016,Feminicídio Tentado,0,6086.0,0.0
BARAO,2017,Feminicídio Tentado,0,6109.0,0.0
BARAO DO COTEGIPE,2013,Feminicídio Tentado,1,6744.0,14.82799525504152
BARAO DO COTEGIPE,2014,Feminicídio Tentado,0,6749.0,0.0
BARAO DO COTEGIPE,2015,Feminicídio Tentado,0,6754.0,0.0
BARAO DO COTEGIPE,2016,Feminicídio Tentado,0,6759.0,0.0
BARAO DO COTEGIPE,2017,Feminicídio Tentado,0,6763.0,0.0
BARAO DO TRIUNFO,2013,Feminicídio Tentado,0,7331.0,0.0
BARAO DO TRIUNFO,2014,Feminicídio Tentado,1,7360.0,13.58695652173913
BARAO DO TRIUNFO,2015,Feminicídio Tentado,1,7388.0,13.53546291283162
BARAO DO TRIUNFO,2016,Feminicídio Tentado,0,7415.0,0.0
BARAO DO TRIUNFO,2017,Feminicídio Tentado,0,7440.0,0.0
BARRA DO GUARITA,2013,Feminicídio Tentado,0,3216.0,0.0
BARRA DO GUARITA,2014,Feminicídio Tentado,0,3226.0,0.0
BARRA DO GUARITA,2015,Feminicídio Tentado,0,3236.0,0.0
BARRA DO GUARITA,2016,Feminicídio Tentado,0,3245.0,0.0
BARRA DO GUARITA,2017,Feminicídio Tentado,0,3253.0,0.0
BARRA DO QUARAI,2013,Feminicídio Tentado,0,4176.0,0.0
BARRA DO QUARAI,2014,Feminicídio Tentado,0,4189.0,0.0
BARRA DO QUARAI,2015,Feminicídio Tentado,0,4201.0,0.0
BARRA DO QUARAI,2016,Feminicídio Tentado,0,4212.0,0.0
BARRA DO QUARAI,2017,Feminicídio Tentado,0,4223.0,0.0
BARRA DO RIBEIRO,2013,Feminicídio Tentado,0,13150.0,0.0
BARRA DO RIBEIRO,2014,Feminicídio Tentado,0,13208.0,0.0
BARRA DO RIBEIRO,2015,Feminicídio Tentado,1,13263.0,7.539772298876573
BARRA DO RIBEIRO,2016,Feminicídio Tentado,0,13316.0,0.0
BARRA DO RIBEIRO,2017,Feminicídio Tentado,0,13365.0,0.0
BARRA DO RIO AZUL,2013,Feminicídio Tentado,0,1993.0,0.0
BARRA DO RIO AZUL,2014,Feminicídio Tentado,0,1972.0,0.0
BARRA DO RIO AZUL,2015,Feminicídio Tentado,0,1952.0,0.0
BARRA DO RIO AZUL,2016,Feminicídio Tentado,0,1933.0,0.0
BARRA DO RIO AZUL,2017,Feminicídio Tentado,0,1915.0,0.0
BARRA FUNDA,2013,Feminicídio Tentado,0,2476.0,0.0
BARRA FUNDA,2014,Feminicídio Tentado,0,2487.0,0.0
BARRA FUNDA,2015,Feminicídio Tentado,0,2497.0,0.0
BARRA FUNDA,2016,Feminicídio Tentado,0,2507.0,0.0
BARRA FUNDA,2017,Feminicídio Tentado,0,2516.0,0.0
BARRACAO,2013,Feminicídio Tentado,0,5498.0,0.0
BARRACAO,2014,Feminicídio Tentado,1,5491.0,18.21161901293025
BARRACAO,2015,Feminicídio Tentado,0,5485.0,0.0
BARRACAO,2016,Feminicídio Tentado,0,5479.0,0.0
BARRACAO,2017,Feminicídio Tentado,1,5474.0,18.26817683595177
BARROS CASSAL,2013,Feminicídio Tentado,0,11478.0,0.0
BARROS CASSAL,2014,Feminicídio Tentado,0,11480.0,0.0
BARROS CASSAL,2015,Feminicídio Tentado,0,11482.0,0.0
BARROS CASSAL,2016,Feminicídio Tentado,0,11484.0,0.0
BARROS CASSAL,2017,Feminicídio Tentado,2,11486.0,17.41250217656277
BENJAMIN CONSTANT DO SUL,2013,Feminicídio Tentado,0,2305.0,0.0
BENJAMIN CONSTANT DO SUL,2014,Feminicídio Tentado,0,2284.0,0.0
BENJAMIN CONSTANT DO SUL,2015,Feminicídio Tentado,0,2264.0,0.0
BENJAMIN CONSTANT DO SUL,2016,Feminicídio Tentado,0,2245.0,0.0
BENJAMIN CONSTANT DO SUL,2017,Feminicídio Tentado,0,2227.0,0.0
BENTO GONCALVES,2013,Feminicídio Tentado,0,111384.0,0.0
BENTO GONCALVES,2014,Feminicídio Tentado,3,112318.0,2.670987731263021
BENTO GONCALVES,2015,Feminicídio Tentado,6,113287.0,5.2962828921235445
BENTO GONCALVES,2016,Feminicídio Tentado,2,114203.0,1.7512674798385333
BENTO GONCALVES,2017,Feminicídio Tentado,4,115069.0,3.4761751644665373
BOA VISTA DAS MISSOES,2013,Feminicídio Tentado,0,2173.0,0.0
BOA VISTA DAS MISSOES,2014,Feminicídio Tentado,1,2171.0,46.06172270842929
BOA VISTA DAS MISSOES,2015,Feminicídio Tentado,0,2170.0,0.0
BOA VISTA DAS MISSOES,2016,Feminicídio Tentado,0,2168.0,0.0
BOA VISTA DAS MISSOES,2017,Feminicídio Tentado,1,2167.0,46.14674665436087
BOA VISTA DO BURICA,2013,Feminicídio Tentado,0,6800.0,0.0
BOA VISTA DO BURICA,2014,Feminicídio Tentado,0,6808.0,0.0
BOA VISTA DO BURICA,2015,Feminicídio Tentado,0,6815.0,0.0
BOA VISTA DO BURICA,2016,Feminicídio Tentado,0,6822.0,0.0
BOA VISTA DO BURICA,2017,Feminicídio Tentado,0,6829.0,0.0
BOA VISTA DO CADEADO,2013,Feminicídio Tentado,0,2520.0,0.0
BOA VISTA DO CADEADO,2014,Feminicídio Tentado,0,2522.0,0.0
BOA VISTA DO CADEADO,2015,Feminicídio Tentado,0,2523.0,0.0
BOA VISTA DO CADEADO,2016,Feminicídio Tentado,0,2524.0,0.0
BOA VISTA DO CADEADO,2017,Feminicídio Tentado,0,2526.0,0.0
BOA VISTA DO INCRA,2013,Feminicídio Tentado,0,2537.0,0.0
BOA VISTA DO INCRA,2014,Feminicídio Tentado,0,2549.0,0.0
BOA VISTA DO INCRA,2015,Feminicídio Tentado,0,2559.0,0.0
BOA VISTA DO INCRA,2016,Feminicídio Tentado,0,2569.0,0.0
BOA VISTA DO INCRA,2017,Feminicídio Tentado,0,2579.0,0.0
BOA VISTA DO SUL,2013,Feminicídio Tentado,0,2860.0,0.0
BOA VISTA DO SUL,2014,Feminicídio Tentado,0,2859.0,0.0
BOA VISTA DO SUL,2015,Feminicídio Tentado,0,2859.0,0.0
BOA VISTA DO SUL,2016,Feminicídio Tentado,0,2859.0,0.0
BOA VISTA DO SUL,2017,Feminicídio Tentado,0,2859.0,0.0
BOM JESUS,2013,Feminicídio Tentado,0,11823.0,0.0
BOM JESUS,2014,Feminicídio Tentado,0,11809.0,0.0
BOM JESUS,2015,Feminicídio Tentado,0,11797.0,0.0
BOM JESUS,2016,Feminicídio Tentado,0,11784.0,0.0
BOM JESUS,2017,Feminicídio Tentado,1,11773.0,8.494011721736177
BOM PRINCIPIO,2013,Feminicídio Tentado,0,12644.0,0.0
BOM PRINCIPIO,2014,Feminicídio Tentado,0,12792.0,0.0
BOM PRINCIPIO,2015,Feminicídio Tentado,0,12932.0,0.0
BOM PRINCIPIO,2016,Feminicídio Tentado,0,13064.0,0.0
BOM PRINCIPIO,2017,Feminicídio Tentado,0,13189.0,0.0
BOM PROGRESSO,2013,Feminicídio Tentado,0,2311.0,0.0
BOM PROGRESSO,2014,Feminicídio Tentado,0,2285.0,0.0
BOM PROGRESSO,2015,Feminicídio Tentado,0,2261.0,0.0
BOM PROGRESSO,2016,Feminicídio Tentado,0,2238.0,0.0
BOM PROGRESSO,2017,Feminicídio Tentado,0,2216.0,0.0
BOM RETIRO DO SUL,2013,Feminicídio Tentado,0,12004.0,0.0
BOM RETIRO DO SUL,2014,Feminicídio Tentado,1,12058.0,8.29324929507381
BOM RETIRO DO SUL,2015,Feminicídio Tentado,0,12110.0,0.0
BOM RETIRO DO SUL,2016,Feminicídio Tentado,0,12158.0,0.0
BOM RETIRO DO SUL,2017,Feminicídio Tentado,0,12204.0,0.0
BOQUEIRAO DO LEAO,2013,Feminicídio Tentado,0,7910.0,0.0
BOQUEIRAO DO LEAO,2014,Feminicídio Tentado,0,7911.0,0.0
BOQUEIRAO DO LEAO,2015,Feminicídio Tentado,0,7912.0,0.0
BOQUEIRAO DO LEAO,2016,Feminicídio Tentado,0,7913.0,0.0
BOQUEIRAO DO LEAO,2017,Feminicídio Tentado,0,7914.0,0.0
BOSSOROCA,2013,Feminicídio Tentado,0,6953.0,0.0
BOSSOROCA,2014,Feminicídio Tentado,0,6912.0,0.0
BOSSOROCA,2015,Feminicídio Tentado,0,6873.0,0.0
BOSSOROCA,2016,Feminicídio Tentado,0,6836.0,0.0
BOSSOROCA,2017,Feminicídio Tentado,0,6801.0,0.0
BOZANO,2013,Feminicídio Tentado,0,2248.0,0.0
BOZANO,2014,Feminicídio Tentado,0,2243.0,0.0
BOZANO,2015,Feminicídio Tentado,0,2238.0,0.0
BOZANO,2016,Feminicídio Tentado,0,2233.0,0.0
BOZANO,2017,Feminicídio Tentado,0,2228.0,0.0
BRAGA,2013,Feminicídio Tentado,0,3735.0,0.0
BRAGA,2014,Feminicídio Tentado,0,3711.0,0.0
BRAGA,2015,Feminicídio Tentado,0,3688.0,0.0
BRAGA,2016,Feminicídio Tentado,0,3667.0,0.0
BRAGA,2017,Feminicídio Tentado,0,3647.0,0.0
BROCHIER,2013,Feminicídio Tentado,0,4902.0,0.0
BROCHIER,2014,Feminicídio Tentado,0,4928.0,0.0
BROCHIER,2015,Feminicídio Tentado,0,4952.0,0.0
BROCHIER,2016,Feminicídio Tentado,0,4975.0,0.0
BROCHIER,2017,Feminicídio Tentado,1,4996.0,20.0160128102482
BUTIA,2013,Feminicídio Tentado,0,21131.0,0.0
BUTIA,2014,Feminicídio Tentado,1,21163.0,4.725227992250626
BUTIA,2015,Feminicídio Tentado,0,21192.0,0.0
BUTIA,2016,Feminicídio Tentado,0,21220.0,0.0
BUTIA,2017,Feminicídio Tentado,2,21247.0,9.413093613215985
CACAPAVA DO SUL,2013,Feminicídio Tentado,0,34676.0,0.0
CACAPAVA DO SUL,2014,Feminicídio Tentado,2,34665.0,5.769508149430261
CACAPAVA DO SUL,2015,Feminicídio Tentado,0,34654.0,0.0
CACAPAVA DO SUL,2016,Feminicídio Tentado,0,34644.0,0.0
CACAPAVA DO SUL,2017,Feminicídio Tentado,1,34634.0,2.8873361436738465
CACEQUI,2013,Feminicídio Tentado,0,13834.0,0.0
CACEQUI,2014,Feminicídio Tentado,2,13757.0,14.538053354655812
CACEQUI,2015,Feminicídio Tentado,0,13685.0,0.0
CACEQUI,2016,Feminicídio Tentado,1,13616.0,7.344300822561692
CACEQUI,2017,Feminicídio Tentado,1,13552.0,7.378984651711924
CACHOEIRA DO SUL,2013,Feminicídio Tentado,2,85955.0,2.326798906404514
CACHOEIRA DO SUL,2014,Feminicídio Tentado,2,85830.0,2.330187580100198
CACHOEIRA DO SUL,2015,Feminicídio Tentado,0,85712.0,0.0
CACHOEIRA DO SUL,2016,Feminicídio Tentado,0,85600.0,0.0
CACHOEIRA DO SUL,2017,Feminicídio Tentado,0,85495.0,0.0
CACHOEIRINHA,2013,Feminicídio Tentado,2,124472.0,1.606787068577672
CACHOEIRINHA,2014,Feminicídio Tentado,6,125246.0,4.790572154000926
CACHOEIRINHA,2015,Feminicídio Tentado,3,125975.0,2.3814248858900573
CACHOEIRINHA,2016,Feminicídio Tentado,3,126666.0,2.368433518071148
CACHOEIRINHA,2017,Feminicídio Tentado,0,127318.0,0.0
CACIQUE DOBLE,2013,Feminicídio Tentado,0,5056.0,0.0
CACIQUE DOBLE,2014,Feminicídio Tentado,0,5068.0,0.0
CACIQUE DOBLE,2015,Feminicídio Tentado,0,5080.0,0.0
CACIQUE DOBLE,2016,Feminicídio Tentado,0,5090.0,0.0
CACIQUE DOBLE,2017,Feminicídio Tentado,0,5100.0,0.0
CAIBATE,2013,Feminicídio Tentado,0,5075.0,0.0
CAIBATE,2014,Feminicídio Tentado,0,5066.0,0.0
CAIBATE,2015,Feminicídio Tentado,0,5058.0,0.0
CAIBATE,2016,Feminicídio Tentado,0,5050.0,0.0
CAIBATE,2017,Feminicídio Tentado,0,5042.0,0.0
CAICARA,2013,Feminicídio Tentado,0,5148.0,0.0
CAICARA,2014,Feminicídio Tentado,0,5125.0,0.0
CAICARA,2015,Feminicídio Tentado,0,5104.0,0.0
CAICARA,2016,Feminicídio Tentado,0,5083.0,0.0
CAICARA,2017,Feminicídio Tentado,0,5064.0,0.0
CAMAQUA,2013,Feminicídio Tentado,0,65409.0,0.0
CAMAQUA,2014,Feminicídio Tentado,1,65628.0,1.5237398671298836
CAMAQUA,2015,Feminicídio Tentado,1,65835.0,1.5189488873699402
CAMAQUA,2016,Feminicídio Tentado,3,66031.0,4.543320561554421
CAMAQUA,2017,Feminicídio Tentado,0,66215.0,0.0
CAMARGO,2013,Feminicídio Tentado,0,2701.0,0.0
CAMARGO,2014,Feminicídio Tentado,0,2710.0,0.0
CAMARGO,2015,Feminicídio Tentado,0,2718.0,0.0
CAMARGO,2016,Feminicídio Tentado,0,2726.0,0.0
CAMARGO,2017,Feminicídio Tentado,0,2733.0,0.0
CAMBARA DO SUL,2013,Feminicídio Tentado,0,6712.0,0.0
CAMBARA DO SUL,2014,Feminicídio Tentado,0,6703.0,0.0
CAMBARA DO SUL,2015,Feminicídio Tentado,0,6695.0,0.0
CAMBARA DO SUL,2016,Feminicídio Tentado,0,6687.0,0.0
CAMBARA DO SUL,2017,Feminicídio Tentado,0,6680.0,0.0
CAMPESTRE DA SERRA,2013,Feminicídio Tentado,0,3375.0,0.0
CAMPESTRE DA SERRA,2014,Feminicídio Tentado,0,3384.0,0.0
CAMPESTRE DA SERRA,2015,Feminicídio Tentado,0,3392.0,0.0
CAMPESTRE DA SERRA,2016,Feminicídio Tentado,0,3400.0,0.0
CAMPESTRE DA SERRA,2017,Feminicídio Tentado,0,3407.0,0.0
CAMPINA DAS MISSOES,2013,Feminicídio Tentado,0,6156.0,0.0
CAMPINA DAS MISSOES,2014,Feminicídio Tentado,0,6112.0,0.0
CAMPINA DAS MISSOES,2015,Feminicídio Tentado,0,6070.0,0.0
CAMPINA DAS MISSOES,2016,Feminicídio Tentado,0,6031.0,0.0
CAMPINA DAS MISSOES,2017,Feminicídio Tentado,0,5994.0,0.0
CAMPINAS DO SUL,2013,Feminicídio Tentado,0,5658.0,0.0
CAMPINAS DO SUL,2014,Feminicídio Tentado,0,5653.0,0.0
CAMPINAS DO SUL,2015,Feminicídio Tentado,0,5649.0,0.0
CAMPINAS DO SUL,2016,Feminicídio Tentado,0,5645.0,0.0
CAMPINAS DO SUL,2017,Feminicídio Tentado,0,5641.0,0.0
CAMPO BOM,2013,Feminicídio Tentado,0,63339.0,0.0
CAMPO BOM,2014,Feminicídio Tentado,1,63767.0,1.5682092618439003
CAMPO BOM,2015,Feminicídio Tentado,3,64171.0,4.675008960433841
CAMPO BOM,2016,Feminicídio Tentado,3,64553.0,4.647344042879494
CAMPO BOM,2017,Feminicídio Tentado,3,64914.0,4.621499214345134
CAMPO NOVO,2013,Feminicídio Tentado,0,5404.0,0.0
CAMPO NOVO,2014,Feminicídio Tentado,0,5338.0,0.0
CAMPO NOVO,2015,Feminicídio Tentado,0,5276.0,0.0
CAMPO NOVO,2016,Feminicídio Tentado,0,5217.0,0.0
CAMPO NOVO,2017,Feminicídio Tentado,0,5161.0,0.0
CAMPOS BORGES,2013,Feminicídio Tentado,0,3559.0,0.0
CAMPOS BORGES,2014,Feminicídio Tentado,0,3546.0,0.0
CAMPOS BORGES,2015,Feminicídio Tentado,0,3535.0,0.0
CAMPOS BORGES,2016,Feminicídio Tentado,0,3524.0,0.0
CAMPOS BORGES,2017,Feminicídio Tentado,0,3514.0,0.0
CANDELARIA,2013,Feminicídio Tentado,1,31334.0,3.1914214591178918
CANDELARIA,2014,Feminicídio Tentado,1,31407.0,3.1840035660839945
CANDELARIA,2015,Feminicídio Tentado,1,31476.0,3.177023764137756
CANDELARIA,2016,Feminicídio Tentado,0,31541.0,0.0
CANDELARIA,2017,Feminicídio Tentado,0,31603.0,0.0
CANDIDO GODOI,2013,Feminicídio Tentado,0,6654.0,0.0
CANDIDO GODOI,2014,Feminicídio Tentado,0,6631.0,0.0
CANDIDO GODOI,2015,Feminicídio Tentado,1,6608.0,15.13317191283293
CANDIDO GODOI,2016,Feminicídio Tentado,0,6587.0,0.0
CANDIDO GODOI,2017,Feminicídio Tentado,0,6567.0,0.0
CANDIOTA,2013,Feminicídio Tentado,0,9214.0,0.0
CANDIOTA,2014,Feminicídio Tentado,0,9266.0,0.0
CANDIOTA,2015,Feminicídio Tentado,0,9315.0,0.0
CANDIOTA,2016,Feminicídio Tentado,0,9362.0,0.0
