municipio,ano,tipo_crime,casos_total,populacao,taxa_por_100mil_hab
CARAA,2012,Feminicídio Consumado,0,7450.0,0.0
CARAA,2013,Feminicídio Consumado,1,7742.0,12.916559028674762
CARAA,2014,Feminicídio Consumado,0,7804.0,0.0
CARAA,2015,Feminicídio Consumado,0,7863.0,0.0
CARAA,2016,Feminicídio Consumado,0,7918.0,0.0
CARAA,2017,Feminicídio Consumado,0,7971.0,0.0
CARAZINHO,2012,Feminicídio Consumado,4,59569.0,6.714902046366398
CARAZINHO,2013,Feminicídio Consumado,1,61702.0,1.620693008330362
CARAZINHO,2014,Feminicídio Consumado,0,61875.0,0.0
CARAZINHO,2015,Feminicídio Consumado,0,62039.0,0.0
CARAZINHO,2016,Feminicídio Consumado,2,62193.0,3.2157959899024005
CARAZINHO,2017,Feminicídio Consumado,0,62339.0,0.0
CARLOS BARBOSA,2012,Feminicídio Consumado,0,25898.0,0.0
CARLOS BARBOSA,2013,Feminicídio Consumado,0,26976.0,0.0
CARLOS BARBOSA,2014,Feminicídio Consumado,0,27279.0,0.0
CARLOS BARBOSA,2015,Feminicídio Consumado,0,27565.0,0.0
CARLOS BARBOSA,2016,Feminicídio Consumado,0,27835.0,0.0
CARLOS BARBOSA,2017,Feminicídio Consumado,0,28091.0,0.0
CARLOS GOMES,2012,Feminicídio Consumado,1,1561.0,64.0614990390775
CARLOS GOMES,2013,Feminicídio Consumado,0,1604.0,0.0
CARLOS GOMES,2014,Feminicídio Consumado,0,1588.0,0.0
CARLOS GOMES,2015,Feminicídio Consumado,0,1574.0,0.0
CARLOS GOMES,2016,Feminicídio Consumado,0,1560.0,0.0
CARLOS GOMES,2017,Feminicídio Consumado,1,1547.0,64.64124111182934
CASCA,2012,Feminicídio Consumado,0,8683.0,0.0
CASCA,2013,Feminicídio Consumado,0,8993.0,0.0
CASCA,2014,Feminicídio Consumado,0,9016.0,0.0
CASCA,2015,Feminicídio Consumado,0,9038.0,0.0
CASCA,2016,Feminicídio Consumado,0,9059.0,0.0
CASCA,2017,Feminicídio Consumado,0,9079.0,0.0
CASEIROS,2012,Feminicídio Consumado,0,3030.0,0.0
CASEIROS,2013,Feminicídio Consumado,0,3139.0,0.0
CASEIROS,2014,Feminicídio Consumado,0,3152.0,0.0
CASEIROS,2015,Feminicídio Consumado,0,3163.0,0.0
CASEIROS,2016,Feminicídio Consumado,0,3174.0,0.0
CASEIROS,2017,Feminicídio Consumado,0,3185.0,0.0
CATUIPE,2012,Feminicídio Consumado,0,9191.0,0.0
CATUIPE,2013,Feminicídio Consumado,0,9477.0,0.0
CATUIPE,2014,Feminicídio Consumado,0,9438.0,0.0
CATUIPE,2015,Feminicídio Consumado,0,9402.0,0.0
CATUIPE,2016,Feminicídio Consumado,0,9367.0,0.0
CATUIPE,2017,Feminicídio Consumado,2,9335.0,21.424745581146222
CAXIAS DO SUL,2012,Feminicídio Consumado,3,446911.0,0.6712745938229312
CAXIAS DO SUL,2013,Feminicídio Consumado,6,465304.0,1.2894795660471434
CAXIAS DO SUL,2014,Feminicídio Consumado,1,470223.0,0.2126650546655523
CAXIAS DO SUL,2015,Feminicídio Consumado,6,474853.0,1.263548929879352
CAXIAS DO SUL,2016,Feminicídio Consumado,4,479236.0,0.834661836756838
CAXIAS DO SUL,2017,Feminicídio Consumado,6,483377.0,1.241267168276521
CENTENARIO,2012,Feminicídio Consumado,0,2941.0,0.0
CENTENARIO,2013,Feminicídio Consumado,0,3036.0,0.0
CENTENARIO,2014,Feminicídio Consumado,0,3031.0,0.0
CENTENARIO,2015,Feminicídio Consumado,0,3026.0,0.0
CENTENARIO,2016,Feminicídio Consumado,0,3021.0,0.0
CENTENARIO,2017,Feminicídio Consumado,0,3016.0,0.0
CERRITO,2012,Feminicídio Consumado,0,6324.0,0.0
CERRITO,2013,Feminicídio Consumado,0,6523.0,0.0
CERRITO,2014,Feminicídio Consumado,0,6501.0,0.0
CERRITO,2015,Feminicídio Consumado,0,6481.0,0.0
CERRITO,2016,Feminicídio Consumado,0,6461.0,0.0
CERRITO,2017,Feminicídio Consumado,0,6443.0,0.0
CERRO BRANCO,2012,Feminicídio Consumado,0,4478.0,0.0
CERRO BRANCO,2013,Feminicídio Consumado,0,4639.0,0.0
CERRO BRANCO,2014,Feminicídio Consumado,0,4654.0,0.0
CERRO BRANCO,2015,Feminicídio Consumado,0,4668.0,0.0
CERRO BRANCO,2016,Feminicídio Consumado,0,4681.0,0.0
CERRO BRANCO,2017,Feminicídio Consumado,0,4694.0,0.0
CERRO GRANDE,2012,Feminicídio Consumado,0,2390.0,0.0
CERRO GRANDE,2013,Feminicídio Consumado,1,2465.0,40.56795131845842
CERRO GRANDE,2014,Feminicídio Consumado,0,2457.0,0.0
CERRO GRANDE,2015,Feminicídio Consumado,0,2450.0,0.0
CERRO GRANDE,2016,Feminicídio Consumado,0,2443.0,0.0
CERRO GRANDE,2017,Feminicídio Consumado,0,2437.0,0.0
CERRO GRANDE DO SUL,2012,Feminicídio Consumado,0,10570.0,0.0
CERRO GRANDE DO SUL,2013,Feminicídio Consumado,1,11012.0,9.081002542680713
CERRO GRANDE DO SUL,2014,Feminicídio Consumado,1,11141.0,8.975854950184004
CERRO GRANDE DO SUL,2015,Feminicídio Consumado,0,11263.0,0.0
CERRO GRANDE DO SUL,2016,Feminicídio Consumado,0,11377.0,0.0
CERRO GRANDE DO SUL,2017,Feminicídio Consumado,0,11486.0,0.0
CERRO LARGO,2012,Feminicídio Consumado,0,13384.0,0.0
CERRO LARGO,2013,Feminicídio Consumado,0,13872.0,0.0
CERRO LARGO,2014,Feminicídio Consumado,0,13926.0,0.0
CERRO LARGO,2015,Feminicídio Consumado,0,13976.0,0.0
CERRO LARGO,2016,Feminicídio Consumado,0,14024.0,0.0
CERRO LARGO,2017,Feminicídio Consumado,0,14069.0,0.0
CHAPADA,2012,Feminicídio Consumado,1,9322.0,10.727311735679038
CHAPADA,2013,Feminicídio Consumado,0,9631.0,0.0
CHAPADA,2014,Feminicídio Consumado,0,9622.0,0.0
CHAPADA,2015,Feminicídio Consumado,0,9613.0,0.0
CHAPADA,2016,Feminicídio Consumado,0,9605.0,0.0
CHAPADA,2017,Feminicídio Consumado,0,9597.0,0.0
CHARQUEADAS,2012,Feminicídio Consumado,0,36130.0,0.0
CHARQUEADAS,2013,Feminicídio Consumado,0,37589.0,0.0
CHARQUEADAS,2014,Feminicídio Consumado,0,37946.0,0.0
CHARQUEADAS,2015,Feminicídio Consumado,0,38281.0,0.0
CHARQUEADAS,2016,Feminicídio Consumado,0,38599.0,0.0
CHARQUEADAS,2017,Feminicídio Consumado,0,38899.0,0.0
CHARRUA,2012,Feminicídio Consumado,0,3424.0,0.0
CHARRUA,2013,Feminicídio Consumado,0,3532.0,0.0
CHARRUA,2014,Feminicídio Consumado,0,3518.0,0.0
CHARRUA,2015,Feminicídio Consumado,0,3505.0,0.0
CHARRUA,2016,Feminicídio Consumado,0,3493.0,0.0
CHARRUA,2017,Feminicídio Consumado,0,3482.0,0.0
CHIAPETTA,2012,Feminicídio Consumado,0,3979.0,0.0
CHIAPETTA,2013,Feminicídio Consumado,0,4100.0,0.0
CHIAPETTA,2014,Feminicídio Consumado,0,4080.0,0.0
CHIAPETTA,2015,Feminicídio Consumado,0,4061.0,0.0
CHIAPETTA,2016,Feminicídio Consumado,0,4043.0,0.0
CHIAPETTA,2017,Feminicídio Consumado,0,4026.0,0.0
CHUI,2012,Feminicídio Consumado,0,6031.0,0.0
CHUI,2013,Feminicídio Consumado,0,6269.0,0.0
CHUI,2014,Feminicídio Consumado,0,6320.0,0.0
CHUI,2015,Feminicídio Consumado,0,6368.0,0.0
CHUI,2016,Feminicídio Consumado,0,6413.0,0.0
CHUI,2017,Feminicídio Consumado,0,6456.0,0.0
CHUVISCA,2012,Feminicídio Consumado,0,5011.0,0.0
CHUVISCA,2013,Feminicídio Consumado,0,5201.0,0.0
CHUVISCA,2014,Feminicídio Consumado,0,5233.0,0.0
CHUVISCA,2015,Feminicídio Consumado,0,5264.0,0.0
CHUVISCA,2016,Feminicídio Consumado,0,5292.0,0.0
CHUVISCA,2017,Feminicídio Consumado,0,5319.0,0.0
CIDREIRA,2012,Feminicídio Consumado,0,13240.0,0.0
CIDREIRA,2013,Feminicídio Consumado,0,13844.0,0.0
CIDREIRA,2014,Feminicídio Consumado,0,14079.0,0.0
CIDREIRA,2015,Feminicídio Consumado,0,14301.0,0.0
CIDREIRA,2016,Feminicídio Consumado,0,14511.0,0.0
CIDREIRA,2017,Feminicídio Consumado,0,14710.0,0.0
CIRIACO,2012,Feminicídio Consumado,0,4873.0,0.0
CIRIACO,2013,Feminicídio Consumado,0,5029.0,0.0
CIRIACO,2014,Feminicídio Consumado,0,5017.0,0.0
CIRIACO,2015,Feminicídio Consumado,0,5005.0,0.0
CIRIACO,2016,Feminicídio Consumado,0,4993.0,0.0
CIRIACO,2017,Feminicídio Consumado,0,4983.0,0.0
COLINAS,2012,Feminicídio Consumado,0,2414.0,0.0
COLINAS,2013,Feminicídio Consumado,0,2497.0,0.0
COLINAS,2014,Feminicídio Consumado,0,2497.0,0.0
COLINAS,2015,Feminicídio Consumado,0,2498.0,0.0
COLINAS,2016,Feminicídio Consumado,0,2499.0,0.0
COLINAS,2017,Feminicídio Consumado,0,2499.0,0.0
COLORADO,2012,Feminicídio Consumado,0,3472.0,0.0
COLORADO,2013,Feminicídio Consumado,0,3572.0,0.0
COLORADO,2014,Feminicídio Consumado,0,3546.0,0.0
COLORADO,2015,Feminicídio Consumado,0,3522.0,0.0
COLORADO,2016,Feminicídio Consumado,0,3499.0,0.0
COLORADO,2017,Feminicídio Consumado,0,3478.0,0.0
CONDOR,2012,Feminicídio Consumado,0,6562.0,0.0
CONDOR,2013,Feminicídio Consumado,0,6791.0,0.0
CONDOR,2014,Feminicídio Consumado,0,6804.0,0.0
CONDOR,2015,Feminicídio Consumado,0,6815.0,0.0
CONDOR,2016,Feminicídio Consumado,0,6826.0,0.0
CONDOR,2017,Feminicídio Consumado,0,6836.0,0.0
CONSTANTINA,2012,Feminicídio Consumado,0,9742.0,0.0
CONSTANTINA,2013,Feminicídio Consumado,0,10077.0,0.0
CONSTANTINA,2014,Feminicídio Consumado,0,10086.0,0.0
CONSTANTINA,2015,Feminicídio Consumado,0,10094.0,0.0
CONSTANTINA,2016,Feminicídio Consumado,0,10101.0,0.0
CONSTANTINA,2017,Feminicídio Consumado,0,10109.0,0.0
COQUEIRO BAIXO,2012,Feminicídio Consumado,0,1518.0,0.0
COQUEIRO BAIXO,2013,Feminicídio Consumado,0,1567.0,0.0
COQUEIRO BAIXO,2014,Feminicídio Consumado,0,1564.0,0.0
COQUEIRO BAIXO,2015,Feminicídio Consumado,0,1562.0,0.0
COQUEIRO BAIXO,2016,Feminicídio Consumado,0,1560.0,0.0
COQUEIRO BAIXO,2017,Feminicídio Consumado,0,1559.0,0.0
COQUEIROS DO SUL,2012,Feminicídio Consumado,0,2422.0,0.0
COQUEIROS DO SUL,2013,Feminicídio Consumado,0,2497.0,0.0
COQUEIROS DO SUL,2014,Feminicídio Consumado,1,2486.0,40.22526146419951
COQUEIROS DO SUL,2015,Feminicídio Consumado,0,2476.0,0.0
COQUEIROS DO SUL,2016,Feminicídio Consumado,0,2467.0,0.0
COQUEIROS DO SUL,2017,Feminicídio Consumado,0,2458.0,0.0
CORONEL BARROS,2012,Feminicídio Consumado,0,2460.0,0.0
CORONEL BARROS,2013,Feminicídio Consumado,0,2546.0,0.0
CORONEL BARROS,2014,Feminicídio Consumado,0,2549.0,0.0
CORONEL BARROS,2015,Feminicídio Consumado,0,2553.0,0.0
CORONEL BARROS,2016,Feminicídio Consumado,0,2556.0,0.0
CORONEL BARROS,2017,Feminicídio Consumado,0,2559.0,0.0
CORONEL BICACO,2012,Feminicídio Consumado,0,7645.0,0.0
CORONEL BICACO,2013,Feminicídio Consumado,0,7885.0,0.0
CORONEL BICACO,2014,Feminicídio Consumado,0,7855.0,0.0
CORONEL BICACO,2015,Feminicídio Consumado,0,7827.0,0.0
CORONEL BICACO,2016,Feminicídio Consumado,0,7801.0,0.0
CORONEL BICACO,2017,Feminicídio Consumado,0,7776.0,0.0
CORONEL PILAR,2012,Feminicídio Consumado,0,1702.0,0.0
CORONEL PILAR,2013,Feminicídio Consumado,1,1754.0,57.01254275940707
CORONEL PILAR,2014,Feminicídio Consumado,0,1747.0,0.0
CORONEL PILAR,2015,Feminicídio Consumado,0,1740.0,0.0
CORONEL PILAR,2016,Feminicídio Consumado,0,1734.0,0.0
CORONEL PILAR,2017,Feminicídio Consumado,0,1728.0,0.0
COTIPORA,2012,Feminicídio Consumado,0,3891.0,0.0
COTIPORA,2013,Feminicídio Consumado,0,4019.0,0.0
COTIPORA,2014,Feminicídio Consumado,0,4014.0,0.0
COTIPORA,2015,Feminicídio Consumado,0,4009.0,0.0
COTIPORA,2016,Feminicídio Consumado,0,4004.0,0.0
COTIPORA,2017,Feminicídio Consumado,0,4000.0,0.0
COXILHA,2012,Feminicídio Consumado,0,2803.0,0.0
COXILHA,2013,Feminicídio Consumado,0,2895.0,0.0
COXILHA,2014,Feminicídio Consumado,0,2889.0,0.0
COXILHA,2015,Feminicídio Consumado,0,2885.0,0.0
COXILHA,2016,Feminicídio Consumado,0,2880.0,0.0
COXILHA,2017,Feminicídio Consumado,0,2876.0,0.0
CRISSIUMAL,2012,Feminicídio Consumado,0,13919.0,0.0
CRISSIUMAL,2013,Feminicídio Consumado,1,14360.0,6.963788300835655
CRISSIUMAL,2014,Feminicídio Consumado,0,14315.0,0.0
CRISSIUMAL,2015,Feminicídio Consumado,0,14273.0,0.0
CRISSIUMAL,2016,Feminicídio Consumado,0,14233.0,0.0
CRISSIUMAL,2017,Feminicídio Consumado,0,14195.0,0.0
CRISTAL,2012,Feminicídio Consumado,0,7378.0,0.0
CRISTAL,2013,Feminicídio Consumado,0,7659.0,0.0
CRISTAL,2014,Feminicídio Consumado,0,7706.0,0.0
CRISTAL,2015,Feminicídio Consumado,1,7750.0,12.903225806451614
CRISTAL,2016,Feminicídio Consumado,0,7792.0,0.0
CRISTAL,2017,Feminicídio Consumado,0,7831.0,0.0
CRISTAL DO SUL,2012,Feminicídio Consumado,0,2819.0,0.0
CRISTAL DO SUL,2013,Feminicídio Consumado,0,2915.0,0.0
CRISTAL DO SUL,2014,Feminicídio Consumado,1,2916.0,34.293552812071326
CRISTAL DO SUL,2015,Feminicídio Consumado,0,2917.0,0.0
CRISTAL DO SUL,2016,Feminicídio Consumado,0,2918.0,0.0
CRISTAL DO SUL,2017,Feminicídio Consumado,0,2918.0,0.0
CRUZ ALTA,2012,Feminicídio Consumado,0,62138.0,0.0
CRUZ ALTA,2013,Feminicídio Consumado,0,64126.0,0.0
CRUZ ALTA,2014,Feminicídio Consumado,0,63946.0,0.0
CRUZ ALTA,2015,Feminicídio Consumado,2,63776.0,3.135975915704967
CRUZ ALTA,2016,Feminicídio Consumado,1,63615.0,1.5719562996148706
CRUZ ALTA,2017,Feminicídio Consumado,0,63463.0,0.0
CRUZALTENSE,2012,Feminicídio Consumado,0,2080.0,0.0
CRUZALTENSE,2013,Feminicídio Consumado,0,2136.0,0.0
CRUZALTENSE,2014,Feminicídio Consumado,0,2115.0,0.0
CRUZALTENSE,2015,Feminicídio Consumado,0,2096.0,0.0
CRUZALTENSE,2016,Feminicídio Consumado,0,2077.0,0.0
CRUZALTENSE,2017,Feminicídio Consumado,0,2059.0,0.0
CRUZEIRO DO SUL,2012,Feminicídio Consumado,0,12420.0,0.0
CRUZEIRO DO SUL,2013,Feminicídio Consumado,0,12876.0,0.0
CRUZEIRO DO SUL,2014,Feminicídio Consumado,0,12122.0,0.0
CRUZEIRO DO SUL,2015,Feminicídio Consumado,0,12169.0,0.0
CRUZEIRO DO SUL,2016,Feminicídio Consumado,0,12215.0,0.0
CRUZEIRO DO SUL,2017,Feminicídio Consumado,1,12258.0,8.157937673356177
DAVID CANABARRO,2012,Feminicídio Consumado,0,4675.0,0.0
DAVID CANABARRO,2013,Feminicídio Consumado,0,4834.0,0.0
DAVID CANABARRO,2014,Feminicídio Consumado,0,4837.0,0.0
DAVID CANABARRO,2015,Feminicídio Consumado,0,4840.0,0.0
DAVID CANABARRO,2016,Feminicídio Consumado,0,4842.0,0.0
DAVID CANABARRO,2017,Feminicídio Consumado,0,4844.0,0.0
DERRUBADAS,2012,Feminicídio Consumado,0,3111.0,0.0
DERRUBADAS,2013,Feminicídio Consumado,0,3199.0,0.0
DERRUBADAS,2014,Feminicídio Consumado,0,3173.0,0.0
DERRUBADAS,2015,Feminicídio Consumado,0,3148.0,0.0
DERRUBADAS,2016,Feminicídio Consumado,0,3125.0,0.0
DERRUBADAS,2017,Feminicídio Consumado,0,3102.0,0.0
DEZESSEIS DE NOVEMBRO,2012,Feminicídio Consumado,0,2779.0,0.0
DEZESSEIS DE NOVEMBRO,2013,Feminicídio Consumado,0,2853.0,0.0
DEZESSEIS DE NOVEMBRO,2014,Feminicídio Consumado,0,2823.0,0.0
DEZESSEIS DE NOVEMBRO,2015,Feminicídio Consumado,0,2795.0,0.0
DEZESSEIS DE NOVEMBRO,2016,Feminicídio Consumado,0,2769.0,0.0
DEZESSEIS DE NOVEMBRO,2017,Feminicídio Consumado,0,2744.0,0.0
DILERMANDO DE AGUIAR,2012,Feminicídio Consumado,0,3044.0,0.0
DILERMANDO DE AGUIAR,2013,Feminicídio Consumado,0,3144.0,0.0
DILERMANDO DE AGUIAR,2014,Feminicídio Consumado,0,3140.0,0.0
DILERMANDO DE AGUIAR,2015,Feminicídio Consumado,0,3136.0,0.0
DILERMANDO DE AGUIAR,2016,Feminicídio Consumado,0,3133.0,0.0
DILERMANDO DE AGUIAR,2017,Feminicídio Consumado,0,3130.0,0.0
DOIS IRMAOS,2012,Feminicídio Consumado,0,28348.0,0.0
DOIS IRMAOS,2013,Feminicídio Consumado,1,29528.0,3.386616093199675
DOIS IRMAOS,2014,Feminicídio Consumado,0,29862.0,0.0
DOIS IRMAOS,2015,Feminicídio Consumado,0,30175.0,0.0
DOIS IRMAOS,2016,Feminicídio Consumado,0,30472.0,0.0
DOIS IRMAOS,2017,Feminicídio Consumado,0,30753.0,0.0
DOIS IRMAOS DAS MISSOES,2012,Feminicídio Consumado,0,2126.0,0.0
DOIS IRMAOS DAS MISSOES,2013,Feminicídio Consumado,0,2192.0,0.0
DOIS IRMAOS DAS MISSOES,2014,Feminicídio Consumado,0,2183.0,0.0
DOIS IRMAOS DAS MISSOES,2015,Feminicídio Consumado,0,2174.0,0.0
DOIS IRMAOS DAS MISSOES,2016,Feminicídio Consumado,0,2166.0,0.0
DOIS IRMAOS DAS MISSOES,2017,Feminicídio Consumado,0,2158.0,0.0
DOIS LAJEADOS,2012,Feminicídio Consumado,0,3287.0,0.0
DOIS LAJEADOS,2013,Feminicídio Consumado,0,3403.0,0.0
DOIS LAJEADOS,2014,Feminicídio Consumado,0,3410.0,0.0
DOIS LAJEADOS,2015,Feminicídio Consumado,0,3417.0,0.0
DOIS LAJEADOS,2016,Feminicídio Consumado,0,3424.0,0.0
DOIS LAJEADOS,2017,Feminicídio Consumado,0,3430.0,0.0
DOM FELICIANO,2012,Feminicídio Consumado,0,14503.0,0.0
DOM FELICIANO,2013,Feminicídio Consumado,0,15038.0,0.0
DOM FELICIANO,2014,Feminicídio Consumado,0,15103.0,0.0
DOM FELICIANO,2015,Feminicídio Consumado,0,15165.0,0.0
DOM FELICIANO,2016,Feminicídio Consumado,0,15224.0,0.0
DOM FELICIANO,2017,Feminicídio Consumado,0,15279.0,0.0
DOM PEDRITO,2012,Feminicídio Consumado,1,38670.0,2.585983966899405
DOM PEDRITO,2013,Feminicídio Consumado,0,39957.0,0.0
DOM PEDRITO,2014,Feminicídio Consumado,0,39920.0,0.0
DOM PEDRITO,2015,Feminicídio Consumado,1,39886.0,2.5071453642882213
DOM PEDRITO,2016,Feminicídio Consumado,1,39853.0,2.5092213886031165
DOM PEDRITO,2017,Feminicídio Consumado,0,39822.0,0.0
DOM PEDRO DE ALCANTARA,2012,Feminicídio Consumado,0,2538.0,0.0
DOM PEDRO DE ALCANTARA,2013,Feminicídio Consumado,0,2623.0,0.0
DOM PEDRO DE ALCANTARA,2014,Feminicídio Consumado,0,2621.0,0.0
DOM PEDRO DE ALCANTARA,2015,Feminicídio Consumado,0,2619.0,0.0
DOM PEDRO DE ALCANTARA,2016,Feminicídio Consumado,0,2618.0,0.0
DOM PEDRO DE ALCANTARA,2017,Feminicídio Consumado,0,2617.0,0.0
DONA FRANCISCA,2012,Feminicídio Consumado,0,3326.0,0.0
DONA FRANCISCA,2013,Feminicídio Consumado,0,3421.0,0.0
DONA FRANCISCA,2014,Feminicídio Consumado,0,3397.0,0.0
DONA FRANCISCA,2015,Feminicídio Consumado,0,3374.0,0.0
DONA FRANCISCA,2016,Feminicídio Consumado,0,3352.0,0.0
DONA FRANCISCA,2017,Feminicídio Consumado,1,3331.0,30.02101471029721
DR MAURICIO CARDOSO,2012,Feminicídio Consumado,0,5160.0,0.0
DR MAURICIO CARDOSO,2013,Feminicídio Consumado,0,5301.0,0.0
DR MAURICIO CARDOSO,2014,Feminicídio Consumado,0,5249.0,0.0
DR MAURICIO CARDOSO,2015,Feminicídio Consumado,0,5200.0,0.0
DR MAURICIO CARDOSO,2016,Feminicídio Consumado,0,5154.0,0.0
DR MAURICIO CARDOSO,2017,Feminicídio Consumado,1,5110.0,19.569471624266143
DOUTOR RICARDO,2012,Feminicídio Consumado,0,2016.0,0.0
DOUTOR RICARDO,2013,Feminicídio Consumado,0,2082.0,0.0
DOUTOR RICARDO,2014,Feminicídio Consumado,0,2079.0,0.0
DOUTOR RICARDO,2015,Feminicídio Consumado,0,2076.0,0.0
DOUTOR RICARDO,2016,Feminicídio Consumado,0,2074.0,0.0
DOUTOR RICARDO,2017,Feminicídio Consumado,0,2071.0,0.0
ELDORADO DO SUL,2012,Feminicídio Consumado,0,35412.0,0.0
ELDORADO DO SUL,2013,Feminicídio Consumado,1,36911.0,2.7092194738695783
ELDORADO DO SUL,2014,Feminicídio Consumado,0,37366.0,0.0
ELDORADO DO SUL,2015,Feminicídio Consumado,0,37794.0,0.0
ELDORADO DO SUL,2016,Feminicídio Consumado,0,38199.0,0.0
ELDORADO DO SUL,2017,Feminicídio Consumado,1,38581.0,2.5919494051476115
ENCANTADO,2012,Feminicídio Consumado,0,20810.0,0.0
ENCANTADO,2013,Feminicídio Consumado,0,21609.0,0.0
ENCANTADO,2014,Feminicídio Consumado,0,21750.0,0.0
ENCANTADO,2015,Feminicídio Consumado,2,21883.0,9.139514691769866
ENCANTADO,2016,Feminicídio Consumado,0,22009.0,0.0
ENCANTADO,2017,Feminicídio Consumado,0,22128.0,0.0
ENCRUZILHADA DO SUL,2012,Feminicídio Consumado,0,24671.0,0.0
ENCRUZILHADA DO SUL,2013,Feminicídio Consumado,0,25563.0,0.0
ENCRUZILHADA DO SUL,2014,Feminicídio Consumado,0,25647.0,0.0
ENCRUZILHADA DO SUL,2015,Feminicídio Consumado,1,25726.0,3.887118090647594
ENCRUZILHADA DO SUL,2016,Feminicídio Consumado,0,25801.0,0.0
ENCRUZILHADA DO SUL,2017,Feminicídio Consumado,1,25872.0,3.865182436611008
ENGENHO VELHO,2012,Feminicídio Consumado,0,1436.0,0.0
ENGENHO VELHO,2013,Feminicídio Consumado,0,1462.0,0.0
ENGENHO VELHO,2014,Feminicídio Consumado,0,1428.0,0.0
ENGENHO VELHO,2015,Feminicídio Consumado,0,1397.0,0.0
ENGENHO VELHO,2016,Feminicídio Consumado,0,1367.0,0.0
ENGENHO VELHO,2017,Feminicídio Consumado,0,1340.0,0.0
ENTRE RIOS DO SUL,2012,Feminicídio Consumado,0,3018.0,0.0
ENTRE RIOS DO SUL,2013,Feminicídio Consumado,0,3108.0,0.0
ENTRE RIOS DO SUL,2014,Feminicídio Consumado,0,3088.0,0.0
ENTRE RIOS DO SUL,2015,Feminicídio Consumado,0,3069.0,0.0
ENTRE RIOS DO SUL,2016,Feminicídio Consumado,1,3052.0,32.765399737876805
ENTRE RIOS DO SUL,2017,Feminicídio Consumado,0,3035.0,0.0
ENTRE IJUIS,2012,Feminicídio Consumado,0,8823.0,0.0
ENTRE IJUIS,2013,Feminicídio Consumado,0,9101.0,0.0
ENTRE IJUIS,2014,Feminicídio Consumado,0,9068.0,0.0
ENTRE IJUIS,2015,Feminicídio Consumado,0,9037.0,0.0
ENTRE IJUIS,2016,Feminicídio Consumado,0,9008.0,0.0
ENTRE IJUIS,2017,Feminicídio Consumado,0,8981.0,0.0
EREBANGO,2012,Feminicídio Consumado,0,2962.0,0.0
EREBANGO,2013,Feminicídio Consumado,0,3063.0,0.0
EREBANGO,2014,Feminicídio Consumado,0,3064.0,0.0
EREBANGO,2015,Feminicídio Consumado,0,3064.0,0.0
EREBANGO,2016,Feminicídio Consumado,0,3065.0,0.0
EREBANGO,2017,Feminicídio Consumado,0,3066.0,0.0
ERECHIM,2012,Feminicídio Consumado,2,97404.0,2.0533037657591064
ERECHIM,2013,Feminicídio Consumado,2,101122.0,1.9778089832084016
ERECHIM,2014,Feminicídio Consumado,0,101752.0,0.0
ERECHIM,2015,Feminicídio Consumado,2,102345.0,1.9541746055010012
ERECHIM,2016,Feminicídio Consumado,1,102906.0,0.9717606359201604
ERECHIM,2017,Feminicídio Consumado,2,103437.0,1.933544089639104
ERNESTINA,2012,Feminicídio Consumado,0,3090.0,0.0
ERNESTINA,2013,Feminicídio Consumado,0,3198.0,0.0
ERNESTINA,2014,Feminicídio Consumado,0,3202.0,0.0
ERNESTINA,2015,Feminicídio Consumado,0,3207.0,0.0
ERNESTINA,2016,Feminicídio Consumado,0,3211.0,0.0
ERNESTINA,2017,Feminicídio Consumado,0,3215.0,0.0
ERVAL GRANDE,2012,Feminicídio Consumado,0,5090.0,0.0
ERVAL GRANDE,2013,Feminicídio Consumado,0,5248.0,0.0
ERVAL GRANDE,2014,Feminicídio Consumado,0,5227.0,0.0
ERVAL GRANDE,2015,Feminicídio Consumado,0,5207.0,0.0
ERVAL GRANDE,2016,Feminicídio Consumado,0,5188.0,0.0
ERVAL GRANDE,2017,Feminicídio Consumado,0,5170.0,0.0
ERVAL SECO,2012,Feminicídio Consumado,0,7682.0,0.0
ERVAL SECO,2013,Feminicídio Consumado,1,7899.0,12.6598303582732
ERVAL SECO,2014,Feminicídio Consumado,0,7834.0,0.0
ERVAL SECO,2015,Feminicídio Consumado,0,7773.0,0.0
ERVAL SECO,2016,Feminicídio Consumado,0,7715.0,0.0
ERVAL SECO,2017,Feminicídio Consumado,0,7660.0,0.0
ESMERALDA,2012,Feminicídio Consumado,0,3176.0,0.0
ESMERALDA,2013,Feminicídio Consumado,0,3287.0,0.0
ESMERALDA,2014,Feminicídio Consumado,0,3294.0,0.0
ESMERALDA,2015,Feminicídio Consumado,0,3301.0,0.0
ESMERALDA,2016,Feminicídio Consumado,0,3307.0,0.0
ESMERALDA,2017,Feminicídio Consumado,0,3313.0,0.0
ESPERANCA DO SUL,2012,Feminicídio Consumado,0,3200.0,0.0
ESPERANCA DO SUL,2013,Feminicídio Consumado,0,3291.0,0.0
ESPERANCA DO SUL,2014,Feminicídio Consumado,0,3268.0,0.0
ESPERANCA DO SUL,2015,Feminicídio Consumado,0,3245.0,0.0
ESPERANCA DO SUL,2016,Feminicídio Consumado,0,3224.0,0.0
ESPERANCA DO SUL,2017,Feminicídio Consumado,0,3204.0,0.0
ESPUMOSO,2012,Feminicídio Consumado,0,15241.0,0.0
ESPUMOSO,2013,Feminicídio Consumado,0,15770.0,0.0
ESPUMOSO,2014,Feminicídio Consumado,1,15790.0,6.3331222292590255
