tipo_crime,nivel,entidade,mes,mes_nome,casos,pct_do_total_anual
Lesão Corporal,municipio_litoral,IMBE,3,Mar,73,9.86
Lesão Corporal,municipio_litoral,IMBE,4,Abr,53,7.16
Lesão Corporal,municipio_litoral,IMBE,5,Mai,49,6.62
Lesão Corporal,municipio_litoral,IMBE,6,Jun,29,3.92
Lesão Corporal,municipio_litoral,IMBE,7,Jul,40,5.41
Lesão Corporal,municipio_litoral,IMBE,8,Ago,37,5.0
Lesão Corporal,municipio_litoral,IMBE,9,Set,46,6.22
Lesão Corporal,municipio_litoral,IMBE,10,Out,54,7.3
Lesão Corporal,municipio_litoral,IMBE,11,Nov,52,7.03
Lesão Corporal,municipio_litoral,IMBE,12,Dez,101,13.65
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,1,Jan,221,16.18
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,2,Fev,185,13.54
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,3,Mar,121,8.86
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,4,Abr,96,7.03
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,5,Mai,79,5.78
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,6,Jun,78,5.71
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,7,Jul,63,4.61
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,8,Ago,77,5.64
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,9,Set,89,6.52
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,10,Out,92,6.73
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,11,Nov,108,7.91
Lesão Corporal,municipio_litoral,CAPAO DA CANOA,12,Dez,157,11.49
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,1,Jan,73,19.57
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,2,Fev,55,14.75
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,3,Mar,31,8.31
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,4,Abr,20,5.36
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,5,Mai,15,4.02
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,6,Jun,18,4.83
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,7,Jul,11,2.95
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,8,Ago,25,6.7
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,9,Set,18,4.83
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,10,Out,33,8.85
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,11,Nov,29,7.77
Lesão Corporal,municipio_litoral,BALNEARIO PINHAL,12,Dez,45,12.06
Lesão Corporal,municipio_litoral,XANGRILA,1,Jan,62,18.96
Lesão Corporal,municipio_litoral,XANGRILA,2,Fev,33,10.09
Lesão Corporal,municipio_litoral,XANGRILA,3,Mar,29,8.87
Lesão Corporal,municipio_litoral,XANGRILA,4,Abr,26,7.95
Lesão Corporal,municipio_litoral,XANGRILA,5,Mai,17,5.2
Lesão Corporal,municipio_litoral,XANGRILA,6,Jun,13,3.98
Lesão Corporal,municipio_litoral,XANGRILA,7,Jul,21,6.42
Lesão Corporal,municipio_litoral,XANGRILA,8,Ago,14,4.28
Lesão Corporal,municipio_litoral,XANGRILA,9,Set,24,7.34
Lesão Corporal,municipio_litoral,XANGRILA,10,Out,18,5.5
Lesão Corporal,municipio_litoral,XANGRILA,11,Nov,36,11.01
Lesão Corporal,municipio_litoral,XANGRILA,12,Dez,34,10.4
Lesão Corporal,municipio_litoral,ARROIO DO SAL,1,Jan,37,15.55
Lesão Corporal,municipio_litoral,ARROIO DO SAL,2,Fev,26,10.92
Lesão Corporal,municipio_litoral,ARROIO DO SAL,3,Mar,17,7.14
Lesão Corporal,municipio_litoral,ARROIO DO SAL,4,Abr,21,8.82
Lesão Corporal,municipio_litoral,ARROIO DO SAL,5,Mai,10,4.2
Lesão Corporal,municipio_litoral,ARROIO DO SAL,6,Jun,13,5.46
Lesão Corporal,municipio_litoral,ARROIO DO SAL,7,Jul,10,4.2
Lesão Corporal,municipio_litoral,ARROIO DO SAL,8,Ago,20,8.4
Lesão Corporal,municipio_litoral,ARROIO DO SAL,9,Set,8,3.36
Lesão Corporal,municipio_litoral,ARROIO DO SAL,10,Out,21,8.82
Lesão Corporal,municipio_litoral,ARROIO DO SAL,11,Nov,18,7.56
Lesão Corporal,municipio_litoral,ARROIO DO SAL,12,Dez,37,15.55
Lesão Corporal,municipio_litoral,TORRES,1,Jan,113,13.48
Lesão Corporal,municipio_litoral,TORRES,2,Fev,102,12.17
Lesão Corporal,municipio_litoral,TORRES,3,Mar,63,7.52
Lesão Corporal,municipio_litoral,TORRES,4,Abr,61,7.28
Lesão Corporal,municipio_litoral,TORRES,5,Mai,73,8.71
Lesão Corporal,municipio_litoral,TORRES,6,Jun,41,4.89
Lesão Corporal,municipio_litoral,TORRES,7,Jul,57,6.8
Lesão Corporal,municipio_litoral,TORRES,8,Ago,48,5.73
Lesão Corporal,municipio_litoral,TORRES,9,Set,49,5.85
Lesão Corporal,municipio_litoral,TORRES,10,Out,58,6.92
Lesão Corporal,municipio_litoral,TORRES,11,Nov,75,8.95
Lesão Corporal,municipio_litoral,TORRES,12,Dez,98,11.69
Lesão Corporal,municipio_litoral,PALMARES DO SUL,1,Jan,36,16.36
Lesão Corporal,municipio_litoral,PALMARES DO SUL,2,Fev,34,15.45
Lesão Corporal,municipio_litoral,PALMARES DO SUL,3,Mar,18,8.18
Lesão Corporal,municipio_litoral,PALMARES DO SUL,4,Abr,9,4.09
Lesão Corporal,municipio_litoral,PALMARES DO SUL,5,Mai,17,7.73
Lesão Corporal,municipio_litoral,PALMARES DO SUL,6,Jun,5,2.27
Lesão Corporal,municipio_litoral,PALMARES DO SUL,7,Jul,11,5.0
Lesão Corporal,municipio_litoral,PALMARES DO SUL,8,Ago,8,3.64
Lesão Corporal,municipio_litoral,PALMARES DO SUL,9,Set,12,5.45
Lesão Corporal,municipio_litoral,PALMARES DO SUL,10,Out,11,5.0
Lesão Corporal,municipio_litoral,PALMARES DO SUL,11,Nov,25,11.36
Lesão Corporal,municipio_litoral,PALMARES DO SUL,12,Dez,34,15.45
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,1,Jan,18,16.22
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,2,Fev,5,4.5
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,3,Mar,15,13.51
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,4,Abr,7,6.31
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,5,Mai,7,6.31
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,6,Jun,7,6.31
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,7,Jul,8,7.21
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,8,Ago,9,8.11
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,9,Set,9,8.11
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,10,Out,8,7.21
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,11,Nov,10,9.01
Lesão Corporal,municipio_controle,CAPELA DE SANTANA,12,Dez,8,7.21
Lesão Corporal,municipio_controle,CRISSIUMAL,1,Jan,20,12.2
Lesão Corporal,municipio_controle,CRISSIUMAL,2,Fev,21,12.8
Lesão Corporal,municipio_controle,CRISSIUMAL,3,Mar,10,6.1
Lesão Corporal,municipio_controle,CRISSIUMAL,4,Abr,10,6.1
Lesão Corporal,municipio_controle,CRISSIUMAL,5,Mai,9,5.49
Lesão Corporal,municipio_controle,CRISSIUMAL,6,Jun,11,6.71
Lesão Corporal,municipio_controle,CRISSIUMAL,7,Jul,5,3.05
Lesão Corporal,municipio_controle,CRISSIUMAL,8,Ago,9,5.49
Lesão Corporal,municipio_controle,CRISSIUMAL,9,Set,21,12.8
Lesão Corporal,municipio_controle,CRISSIUMAL,10,Out,12,7.32
Lesão Corporal,municipio_controle,CRISSIUMAL,11,Nov,24,14.63
Lesão Corporal,municipio_controle,CRISSIUMAL,12,Dez,12,7.32
Lesão Corporal,municipio_controle,ESPUMOSO,1,Jan,19,10.73
Lesão Corporal,municipio_controle,ESPUMOSO,2,Fev,20,11.3
Lesão Corporal,municipio_controle,ESPUMOSO,3,Mar,14,7.91
Lesão Corporal,municipio_controle,ESPUMOSO,4,Abr,9,5.08
Lesão Corporal,municipio_controle,ESPUMOSO,5,Mai,15,8.47
Lesão Corporal,municipio_controle,ESPUMOSO,6,Jun,8,4.52
Lesão Corporal,municipio_controle,ESPUMOSO,7,Jul,14,7.91
Lesão Corporal,municipio_controle,ESPUMOSO,8,Ago,12,6.78
Lesão Corporal,municipio_controle,ESPUMOSO,9,Set,16,9.04
Lesão Corporal,municipio_controle,ESPUMOSO,10,Out,13,7.34
Lesão Corporal,municipio_controle,ESPUMOSO,11,Nov,17,9.6
Lesão Corporal,municipio_controle,ESPUMOSO,12,Dez,20,11.3
Lesão Corporal,municipio_controle,GETULIO VARGAS,1,Jan,32,11.03
Lesão Corporal,municipio_controle,GETULIO VARGAS,2,Fev,30,10.34
Lesão Corporal,municipio_controle,GETULIO VARGAS,3,Mar,21,7.24
Lesão Corporal,municipio_controle,GETULIO VARGAS,4,Abr,24,8.28
Lesão Corporal,municipio_controle,GETULIO VARGAS,5,Mai,12,4.14
Lesão Corporal,municipio_controle,GETULIO VARGAS,6,Jun,19,6.55
Lesão Corporal,municipio_controle,GETULIO VARGAS,7,Jul,18,6.21
Lesão Corporal,municipio_controle,GETULIO VARGAS,8,Ago,24,8.28
Lesão Corporal,municipio_controle,GETULIO VARGAS,9,Set,22,7.59
Lesão Corporal,municipio_controle,GETULIO VARGAS,10,Out,31,10.69
Lesão Corporal,municipio_controle,GETULIO VARGAS,11,Nov,31,10.69
Lesão Corporal,municipio_controle,GETULIO VARGAS,12,Dez,26,8.97
Lesão Corporal,municipio_controle,SERAFINA CORREA,1,Jan,15,9.49
Lesão Corporal,municipio_controle,SERAFINA CORREA,2,Fev,12,7.59
Lesão Corporal,municipio_controle,SERAFINA CORREA,3,Mar,11,6.96
Lesão Corporal,municipio_controle,SERAFINA CORREA,4,Abr,8,5.06
Lesão Corporal,municipio_controle,SERAFINA CORREA,5,Mai,6,3.8
Lesão Corporal,municipio_controle,SERAFINA CORREA,6,Jun,20,12.66
Lesão Corporal,municipio_controle,SERAFINA CORREA,7,Jul,12,7.59
Lesão Corporal,municipio_controle,SERAFINA CORREA,8,Ago,13,8.23
Lesão Corporal,municipio_controle,SERAFINA CORREA,9,Set,16,10.13
Lesão Corporal,municipio_controle,SERAFINA CORREA,10,Out,19,12.03
Lesão Corporal,municipio_controle,SERAFINA CORREA,11,Nov,14,8.86
Lesão Corporal,municipio_controle,SERAFINA CORREA,12,Dez,12,7.59
Lesão Corporal,municipio_controle,VERA CRUZ,1,Jan,25,8.2
Lesão Corporal,municipio_controle,VERA CRUZ,2,Fev,24,7.87
Lesão Corporal,municipio_controle,VERA CRUZ,3,Mar,21,6.89
Lesão Corporal,municipio_controle,VERA CRUZ,4,Abr,24,7.87
Lesão Corporal,municipio_controle,VERA CRUZ,5,Mai,23,7.54
Lesão Corporal,municipio_controle,VERA CRUZ,6,Jun,21,6.89
Lesão Corporal,municipio_controle,VERA CRUZ,7,Jul,24,7.87
Lesão Corporal,municipio_controle,VERA CRUZ,8,Ago,24,7.87
Lesão Corporal,municipio_controle,VERA CRUZ,9,Set,22,7.21
Lesão Corporal,municipio_controle,VERA CRUZ,10,Out,27,8.85
Lesão Corporal,municipio_controle,VERA CRUZ,11,Nov,23,7.54
Lesão Corporal,municipio_controle,VERA CRUZ,12,Dez,47,15.41
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,1,Jan,57,13.13
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,2,Fev,50,11.52
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,3,Mar,35,8.06
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,4,Abr,27,6.22
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,5,Mai,33,7.6
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,6,Jun,28,6.45
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,7,Jul,33,7.6
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,8,Ago,31,7.14
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,9,Set,26,5.99
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,10,Out,34,7.83
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,11,Nov,30,6.91
Lesão Corporal,municipio_controle,SAO LOURENCO DO SUL,12,Dez,50,11.52
Lesão Corporal,municipio_controle,TAQUARA,1,Jan,73,8.24
Lesão Corporal,municipio_controle,TAQUARA,2,Fev,80,9.03
Lesão Corporal,municipio_controle,TAQUARA,3,Mar,88,9.93
Lesão Corporal,municipio_controle,TAQUARA,4,Abr,61,6.88
Lesão Corporal,municipio_controle,TAQUARA,5,Mai,68,7.67
Lesão Corporal,municipio_controle,TAQUARA,6,Jun,56,6.32
Lesão Corporal,municipio_controle,TAQUARA,7,Jul,69,7.79
Lesão Corporal,municipio_controle,TAQUARA,8,Ago,74,8.35
Lesão Corporal,municipio_controle,TAQUARA,9,Set,65,7.34
Lesão Corporal,municipio_controle,TAQUARA,10,Out,87,9.82
Lesão Corporal,municipio_controle,TAQUARA,11,Nov,61,6.88
Lesão Corporal,municipio_controle,TAQUARA,12,Dez,104,11.74
Lesão Corporal,municipio_controle,VACARIA,1,Jan,127,10.47
Lesão Corporal,municipio_controle,VACARIA,2,Fev,106,8.74
Lesão Corporal,municipio_controle,VACARIA,3,Mar,108,8.9
Lesão Corporal,municipio_controle,VACARIA,4,Abr,80,6.6
Lesão Corporal,municipio_controle,VACARIA,5,Mai,105,8.66
Lesão Corporal,municipio_controle,VACARIA,6,Jun,91,7.5
Lesão Corporal,municipio_controle,VACARIA,7,Jul,97,8.0
Lesão Corporal,municipio_controle,VACARIA,8,Ago,95,7.83
Lesão Corporal,municipio_controle,VACARIA,9,Set,91,7.5
Lesão Corporal,municipio_controle,VACARIA,10,Out,93,7.67
Lesão Corporal,municipio_controle,VACARIA,11,Nov,96,7.91
Lesão Corporal,municipio_controle,VACARIA,12,Dez,124,10.22
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),1,Jan,952,15.99
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),2,Fev,768,12.9
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),3,Mar,510,8.56
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),4,Abr,428,7.19
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),5,Mai,363,6.1
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),6,Jun,289,4.85
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),7,Jul,331,5.56
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),8,Ago,344,5.78
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),9,Set,347,5.83
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),10,Out,426,7.15
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),11,Nov,479,8.04
Lesão Corporal,grupo_litoral,Litoral Norte (9 municípios),12,Dez,718,12.06
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),1,Jan,386,10.33
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),2,Fev,348,9.31
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),3,Mar,323,8.64
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),4,Abr,250,6.69
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),5,Mai,278,7.44
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),6,Jun,261,6.98
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),7,Jul,280,7.49
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),8,Ago,291,7.78
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),9,Set,288,7.7
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),10,Out,324,8.67
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),11,Nov,306,8.19
Lesão Corporal,grupo_controle,Controle não-litorâneo (9 municípios),12,Dez,403,10.78
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),1,Jan,16071,10.36
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),2,Fev,14304,9.22
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),3,Mar,14463,9.33
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),4,Abr,11994,7.73
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),5,Mai,10561,6.81
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),6,Jun,10316,6.65
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),7,Jul,10590,6.83
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),8,Ago,11322,7.3
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),9,Set,11997,7.74
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),10,Out,13301,8.58
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),11,Nov,13942,8.99
Lesão Corporal,estado,Rio Grande do Sul (497 municípios),12,Dez,16201,10.45
